stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,21/10/2022,21/10/2022,RSA UILT-UIL/UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV APT DI TORINO CASELLE,12 ORE: DALLE 08.00 ALLE 20.00,Interregionale,ESCLUSIONE DEI VOLI DA E PER AEROPORTO DI PESCARA,25/08/2022,Piemonte,Tutte,25/08/2022 19:28,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV C.A. DI PESCARA,12 ORE: DALLE 8.00 ALLE 20.00,Locale,null,10/08/2022,Abruzzo,Pescara,10/08/2022 10:55,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV DEL C.A. DI BOLOGNA,12 ORE: DALLE 08.00 ALLE 20.00,Interregionale,null,15/09/2022,Italia,Tutte,15/09/2022 09:24,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV ACC ROMA,12 ORE: DALLE 8.00 ALLE 20.00,Nazionale,SCIOPERO PRESTAZIONI STRAORDINARIE DALLE 00.01 DELL' 1/10 ALLE 24.00 DEL 29/10,15/09/2022,Italia,Tutte,15/09/2022 11:33,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV C.A. DI BRINDISI,12 ORE: DALLE 08.00 ALLE 20.00,Nazionale,null,15/09/2022,Italia,Tutte,15/09/2022 18:08,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,RSA UNICA,Aereo,PERSONALE SOC. ENAV ACC PADOVA,12 ORE: DALLE 08.00 ALLE 20.00,Nazionale,null,15/09/2022,Italia,Tutte,15/09/2022 21:21,2022-10-21,2022-10-21
"Revocato (include le azioni di revoca, sospensione e differimento)",21/10/2022,21/10/2022,RSU,Aereo,"PERSONALE SOC. TECHNO SKY CA MILANO LINATE, ACC MILANO,  MONTE SETTEPANI",14 ORE: DALLE 07.00 ALLE 21.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 1/10 AL 30/10,30/08/2022,Italia,Tutte,30/08/2022 15:44,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,UGL-TA,Aereo,PERSONALE SOC. ENAV,12 ORE: DALLE 08.00 ALLE 20.00,Nazionale,null,06/09/2022,Italia,Tutte,06/09/2022 16:40,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,24 ORE,Nazionale,null,06/10/2022,Italia,Tutte,06/10/2022 16:21,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,UNICA,Aereo,PERSONALE SOC. ENAV,12 ORE: DALLE 8.00 ALLE 20.00,Nazionale,null,08/08/2022,Italia,Tutte,08/08/2022 11:38,2022-10-21,2022-10-21
Effettuato,21/10/2022,21/10/2022,USB LAVORO PRIVATO,Aereo,PERSONALE DIPENDENTE AZIENDE TRASPORTO AEREO E INDOTTO,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,07/10/2022,Italia,Tutte,08/10/2022 18:00,2022-10-21,2022-10-21
Effettuato,20/10/2022,20/10/2022,OSP CGIL/CISL/UIL,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE CITTA' METROPOLITANA DI TORINO,4 ORE,Provinciale,ESCLUSO TRASPORTO PUBBLICO LOCALE,10/10/2022,Piemonte,Torino,10/10/2022 20:41,2022-10-20,2022-10-20
"Revocato (include le azioni di revoca, sospensione e differimento)",17/10/2022,17/10/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. COTRAL REGIONE LAZIO,24 ORE,Regionale,null,19/09/2022,Lazio,Tutte,19/09/2022 14:44,2022-10-17,2022-10-17
"Revocato (include le azioni di revoca, sospensione e differimento)",17/10/2022,17/10/2022,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOCC. ARRIVA ITALIA, BRESCIA TRASPORTI, METRO BRESCIA, BRESCIA MOBILITA'",8 ORE: DALLE 17.00 A FINE TURNO,Territoriale,null,12/10/2022,Lombardia,Brescia,12/10/2022 15:52,2022-10-17,2022-10-17
Effettuato,16/10/2022,17/10/2022,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DEL 16/10 ALLE 2.30 DEL 17/10,Regionale,null,30/09/2022,Emilia-Romagna,Tutte,30/09/2022 17:17,2022-10-16,2022-10-17
Effettuato,16/10/2022,17/10/2022,RSA FAISA-CISAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DEL 16/10 ALLE 2.30 DEL 17/10,Regionale,null,30/09/2022,Emilia-Romagna,Tutte,30/09/2022 18:36,2022-10-16,2022-10-17
"Revocato (include le azioni di revoca, sospensione e differimento)",12/10/2022,12/10/2022,OSR FILT-CGIL/UGL FERROVIERI,Appalti ferroviari,"PERSONALE APPALTI FERROVIARI DELLA SOC. COOPSERVICE DEI LOTTI GRANDI STAZIONI RAIL E RETAIL, RFI, MAGAZZINI, PRM E TRENITALIA DELLA REGIONE LIGURIA",SECONDA META' DI OGNI TURNO,Regionale,null,23/09/2022,Liguria,Tutte,23/09/2022 11:16,2022-10-12,2022-10-12
Effettuato,11/10/2022,11/10/2022,OSR UILT-UIL,Ferroviario,PERSONALE SOC. RFI OFFICINA NAZIONALE ARMAMENTO E FONDERIA ONAF DI BARI,8 ORE: DALLE 9.01 ALLE 17.00,Locale,null,23/09/2022,Puglia,Bari,30/09/2022 11:50,2022-10-11,2022-10-11
Effettuato,11/10/2022,11/10/2022,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL/ORSA TPL,Trasporto pubblico locale,PERSONALE GRUPPO ATM DI MILANO,INTERA GIORNATA,Locale,null,09/10/2022,Lombardia,Milano,09/10/2022 19:51,2022-10-11,2022-10-11
Effettuato,10/10/2022,10/10/2022,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE,24 ORE VARIE MODALITA',Provinciale,null,03/08/2022,Toscana,Tutte,03/08/2022 10:36,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,24 ORE,Locale,ADESIONE DELLA O.S. ORSA,22/09/2022,Sicilia,Catania,22/09/2022 09:00,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,29/09/2022,Campania,Napoli,29/09/2022 20:16,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE SETTORE CIRCOLAZIONE DELLA SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,29/09/2022,Campania,Napoli,29/09/2022 21:04,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSP ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,28/09/2022,Campania,Napoli,28/09/2022 19:39,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSP SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE,24 ORE VARIE MODALITA',Provinciale,null,27/09/2022,Toscana,Firenze,27/09/2022 11:36,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSR FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE MANUTENZIONE E INFRASTRUTTURE SOC. EAV DI NAPOLI,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,29/09/2022,Campania,Napoli,29/09/2022 12:45,2022-10-10,2022-10-10
Effettuato,10/10/2022,10/10/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE MANUTENZIONE INFRASTRUTTURA SOC. EAV DI NAPOLI,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,29/09/2022,Campania,Napoli,29/09/2022 10:25,2022-10-10,2022-10-10
Effettuato,09/10/2022,09/10/2022,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD REGIONE LOMBARDIA,8 ORE: DALLE 9.00 ALLE 16.59,Regionale,null,27/09/2022,Lombardia,Tutte,27/09/2022 17:43,2022-10-09,2022-10-09
"Revocato (include le azioni di revoca, sospensione e differimento)",08/10/2022,08/10/2022,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,24 ORE,Locale,null,02/08/2022,Liguria,Genova,02/08/2022 22:42,2022-10-08,2022-10-08
Effettuato,08/10/2022,09/10/2022,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI CIRCOLAZIONE AREA MILANO,24 ORE: DALLE 21.01 DELL'8/10 ALLE 21.00 DEL 9/10,Locale,null,16/09/2022,Lombardia,Milano,16/09/2022 10:44,2022-10-08,2022-10-09
Effettuato,08/10/2022,08/10/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,21/08/2022,Umbria,Tutte,21/08/2022 12:22,2022-10-08,2022-10-08
Effettuato,08/10/2022,09/10/2022,RSU 1A PDM/RSU 1B PDB,Ferroviario,PERSONALE MOBILE SOC. TRENORD REGIONE LOMBARDIA,24 ORE: DALLE 21.00 DELL'8/10 ALLE 21.00 DEL 9/10,Regionale,null,15/09/2022,Lombardia,Tutte,15/09/2022 14:50,2022-10-08,2022-10-09
Effettuato,07/10/2022,07/10/2022,CUB TRASPORTI/SGB FERROVIE,Ferroviario,PERSONALE SOC. MERCITALIA RAIL,21 ORE: DALLE 00.00 ALLE 21.00,Nazionale,null,27/09/2022,Italia,Tutte,27/09/2022 11:39,2022-10-07,2022-10-07
Effettuato,07/10/2022,07/10/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE DEL GRUPPO ARRIVA OPERANTE PRESSO LA PROVINCIA DI TORINO,4 ORE: DALLE 16.00 ALLE 20.00,Locale,null,20/09/2022,Piemonte,Torino,20/09/2022 15:03,2022-10-07,2022-10-07
Effettuato,07/10/2022,07/10/2022,OSR CGIL/CISL/UIL,Generale,SCIOPERO GENERALE CATEGORIE SERVIZI PUBBLICI ESSENZIALI REGIONE VENETO,1 ORA A FINE DI OGNI TURNO DI LAVORO,Regionale,null,22/09/2022,Veneto,Tutte,23/09/2022 14:04,2022-10-07,2022-10-07
Effettuato,07/10/2022,07/10/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO,Trasporto pubblico locale,"PERSONALE SOC. AUTOGUIDOVIE DEI BACINI DI MILANO, PAVIA, CREMONA, MONZA BRIANZA",24 ORE,Regionale,ADESIONE OSR FAISA-CISAL,25/07/2022,Lombardia,Tutte,25/07/2022 10:15,2022-10-07,2022-10-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/10/2022,08/10/2022,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI CIRCOLAZIONE AREA MILANO,24 ORE: DALLE 21.01 DEL 7/10 ALLE 21.00 DELL'8/10,Locale,null,05/08/2022,Lombardia,Milano,05/08/2022 10:00,2022-10-07,2022-10-08
Effettuato,07/10/2022,07/10/2022,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. AUTOGUIDOVIE DEI BACINI DI MILANO, PAVIA, CREMONA, MONZA BRIANZA",24 ORE,Regionale,null,16/08/2022,Lombardia,Tutte,16/08/2022 17:48,2022-10-07,2022-10-07
Effettuato,06/10/2022,07/10/2022,CMC,Ferroviario,PERSONALE DI MACCHINA SOC. MERCITALIA RAIL,24 ORE: DALLE 21.00 DEL 6/10 ALLE 21.00 DEL 7/10,Nazionale,null,04/08/2022,Italia,Tutte,04/08/2022 10:41,2022-10-06,2022-10-07
Effettuato,06/10/2022,06/10/2022,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),24 ORE,Locale,null,22/09/2022,Calabria,Cosenza,23/09/2022 08:54,2022-10-06,2022-10-06
Effettuato,04/10/2022,04/10/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENITALIA OGR VICENZA,8 ORE,Locale,null,23/09/2022,Veneto,Vicenza,23/09/2022 22:48,2022-10-04,2022-10-04
Effettuato,04/10/2022,04/10/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST-CONFSAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENITALIA IMPIANTO MANUTENTIVO OMC VICENZA,8 ORE: DALLE 09.43 ALLE 17.41,Locale,null,28/09/2022,Veneto,Vicenza,28/09/2022 19:49,2022-10-04,2022-10-04
"Revocato (include le azioni di revoca, sospensione e differimento)",03/10/2022,03/10/2022,FAO-COBAS ADERENTE SLAI-PROL-COBAS,Trasporto merci,"PERSONALE VIAGGIANTE SU MEZZI PESANTI DELLE AZIENDE DEL SETTORE TRASPORTO MERCI, LOGISTICA E SPEDIZIONE",24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,05/09/2022,Italia,Tutte,05/09/2022 11:33,2022-10-03,2022-10-03
Effettuato,03/10/2022,31/10/2022,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. VINCENZO CUFFARO DI AGRIGENTO,AD OLTRANZA,Aziendale,null,30/09/2022,Sicilia,Agrigento,30/09/2022 07:18,2022-10-03,2022-10-31
"Revocato (include le azioni di revoca, sospensione e differimento)",02/10/2022,03/10/2022,OSR FILT-CGIL/FIT-CISL/UGL FERROVIERI/ORSA TRASPORTI,Ferroviario,"PERSONALE SOC. TRENITALIA SETTORI DBR, DIREZIONE BUSINESS AV, DB-IC DELLA CALABRIA",24 ORE: DALLE 21.01 DEL 2/10 ALLE 21.00 DEL 3/10,Regionale,null,26/07/2022,Calabria,Tutte,26/07/2022 11:02,2022-10-02,2022-10-03
Effettuato,01/10/2022,01/10/2022,CUB,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,ADESIONE O.S. CUB TRASPORTI - ESCLUSIONE DELLA SOC. ENAV E DEI VOLI DA E PER L'AEROPORTO DI BERGAMO,19/09/2022,Italia,Tutte,20/09/2022 09:28,2022-10-01,2022-10-01
"Revocato (include le azioni di revoca, sospensione e differimento)",01/10/2022,01/10/2022,FILT-CGIL/FIT-CISL/UILT-UIL,Aereo,PERSONALE SOC. ENAV,24 ORE,Nazionale,null,03/08/2022,Italia,Tutte,26/08/2022 12:39,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,FILT-CGIL/UILT-UIL,Aereo,"PERSONALE DELLE COMPAGNIE AEREE RYANAIR LIMITED, MALTA AIR E SOC. CREWLINK",24 ORE,Nazionale,null,03/08/2022,Italia,Tutte,03/08/2022 11:45,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. VUELING,4 ORE: DALLE 13.01 ALLE 17.00,Nazionale,ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI BERGAMO ORIO AL SERIO,13/09/2022,Italia,Tutte,14/09/2022 15:10,2022-10-01,2022-10-01
"Revocato (include le azioni di revoca, sospensione e differimento)",01/10/2022,01/10/2022,FLAI TRASPORTI E SERVIZI,Aereo,LAVORATORI IMPRESE SERVIZI AEROPORTUALI DI HANDLING,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,20/09/2022,Italia,Tutte,20/09/2022 10:04,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,OSR CNAL TRASPORTI,Aereo,PERSONALE SOC. GESAC AEROPORTO NAPOLI CAPODICHINO,24 ORE: DALLE 00.01 ALLE 23.59,Interregionale,null,04/07/2022,Italia,Tutte,04/07/2022 10:11,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,OST FILT-CGIL/UILT-UIL,Aereo,PERSONALE AEROPORTUALE SOC. AVIATION SERVICES DI VENEZIA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,05/08/2022,Veneto,Tutte,05/08/2022 16:05,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,UILT-UIL,Aereo,PERSONALE SOC. EASYJET,24 ORE,Nazionale,null,03/08/2022,Italia,Tutte,03/08/2022 11:50,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,UILT-UIL,Aereo,PERSONALE SOC. VOLOTEA,24 ORE,Nazionale,ESCLUSIONE DEI VOLI DA E PER L'AEROPORTO DI BERGAMO ORIO AL SERIO,03/08/2022,Italia,Tutte,03/08/2022 11:54,2022-10-01,2022-10-01
Effettuato,01/10/2022,01/10/2022,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ESCLUSI I VOLI DA/PER AEROPORTO DI BERGAMO ORIO AL SERIO,19/09/2022,Italia,Tutte,19/09/2022 10:00,2022-10-01,2022-10-01
Effettuato,29/09/2022,29/09/2022,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA + RSU,Aereo,PERSONALE SOC. BGY INTENATIONAL SERVICES AEROPORTO BERGAMO ORIO AL SERIO,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,28/07/2022,Lombardia,Bergamo,28/07/2022 20:35,2022-09-29,2022-09-29
"Revocato (include le azioni di revoca, sospensione e differimento)",27/09/2022,28/09/2022,RSU 1A PDM/RSU 1B PDB,Ferroviario,PERSONALE MOBILE SOC. TRENORD REGIONE LOMBARDIA,23 ORE: DALLE 03.00 DEL 27/9 ALLE 02.00 DEL 28/9,Regionale,null,26/07/2022,Lombardia,Tutte,26/07/2022 14:42,2022-09-27,2022-09-28
Effettuato,26/09/2022,26/09/2022,OSR ORSA TPL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,15/09/2022,Campania,Napoli,15/09/2022 13:00,2022-09-26,2022-09-26
"Revocato (include le azioni di revoca, sospensione e differimento)",26/09/2022,26/09/2022,OSR UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. ROMANO AUTOLINEE REGIONALI DI CROTONE,24 ORE,Locale,null,12/08/2022,Calabria,Crotone,12/08/2022 11:45,2022-09-26,2022-09-26
Effettuato,19/09/2022,19/09/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA FERROVIE,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE CALABRIA,8 ORE: DALLE 09.01 ALLE 17.00,Regionale,null,05/08/2022,Calabria,Tutte,05/08/2022 10:35,2022-09-19,2022-09-19
Effettuato,18/09/2022,19/09/2022,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DEL 18/9 ALLE 2.30 DEL 19/9,Regionale,null,18/07/2022,Emilia-Romagna,Tutte,18/07/2022 05:46,2022-09-18,2022-09-19
Effettuato,18/09/2022,19/09/2022,RSA FAISA-CISAL,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,23 ORE: DALLE 3.31 DEL 18/9 ALLE 2.30 DEL 19/9,Regionale,null,18/07/2022,Emilia-Romagna,Tutte,18/07/2022 12:33,2022-09-18,2022-09-19
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,21/06/2022,Italia,Tutte,21/06/2022 14:49,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL-FNA,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,8 ORE CON MODALITA' TERRITORIALI,Nazionale,null,12/09/2022,Italia,Tutte,12/09/2022 19:48,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,8 ORE CON MODALITA' TERRITORIALI,Nazionale,null,13/09/2022,Italia,Tutte,13/09/2022 11:04,2022-09-16,2022-09-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE DEL GRUPPO ARRIVA OPERANTE PRESSO LA PROVINCIA DI TORINO,4 ORE: DALLE 16.00 ALLE 20.00,Locale,null,29/08/2022,Piemonte,Torino,29/08/2022 07:28,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. COTRAL REGIONE LAZIO,4 ORE: DALLE 12.30 ALLE 16.30,Regionale,null,29/08/2022,Lazio,Tutte,29/08/2022 14:16,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,4 ORE: DALLE 12.00 ALLE 16.00,Locale,ADESIONE DELLA OSP ORSA TPL,24/08/2022,Sicilia,Catania,24/08/2022 20:02,2022-09-16,2022-09-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,24 ORE,Territoriale,null,07/07/2022,Sicilia,Catania,07/07/2022 10:59,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP FIT-CISL + RSA,Trasporto pubblico locale,PERSONALE GRUPPO ROMANO (F.LLI ROMANO E ROMANO AUTOLINEE REGIONALI) DI CROTONE,4 ORE: DALLE 10.55 ALLE 14.55,Locale,null,24/08/2022,Calabria,Crotone,24/08/2022 12:41,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,27/07/2022,Lombardia,Pavia,09/09/2022 07:36,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP SLM-FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE,4 ORE: VARIE MODALITA',Provinciale,null,29/08/2022,Toscana,Tutte,29/08/2022 11:27,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,24 ORE,Locale,null,05/09/2022,Friuli-Venezia Giulia,Udine,11/09/2022 16:02,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. TROTTA BUS SERVICES COMUNE DI FIUMICINO (RM),24 ORE,Locale,null,03/08/2022,Lazio,Roma,03/08/2022 18:56,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. LIROSI AUTOSERVIZI DI GIOIA TAURO (RC),4 ORE: DALLE 11.57 ALLE 15.57,Locale,null,26/08/2022,Calabria,Reggio Calabria,26/08/2022 14:32,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS TOURING DI CORIGLIANO-ROSSANO  (CS),3 ORE: DALLE 21.00 ALLE 24.00,Locale,null,03/09/2022,Calabria,Cosenza,05/09/2022 09:25,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR FILT-CGIL,Ncc,PERSONALE SOC. TROTTA BUS SERVICES COMUNE DI FIUMICINO (RM),4 ORE: DALLE 8.30 ALLE 12.30,Locale,INCLUSO PERSONALE SERVIZIO NAVETTA AEROPORTO ROMA FIUMICINO,04/08/2022,Lazio,Roma,04/08/2022 15:29,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR FILT-CGIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE AZIENDE TPL DELLA REGIONE UMBRIA,24 ORE,Regionale,null,16/08/2022,Umbria,Tutte,16/08/2022 20:36,2022-09-16,2022-09-16
"Revocato (include le azioni di revoca, sospensione e differimento)",16/09/2022,16/09/2022,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA FERROVIE,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE SICILIA,8 ORE: DALLE 09.01 ALLE 16.59,Regionale,null,26/07/2022,Sicilia,Tutte,26/07/2022 15:44,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI LINEA 1 ( ESCLUSO PERSONALE MACCHINISTA ),4 ORE: DALLE 11.30 ALLE 15.30,Locale,null,05/09/2022,Campania,Napoli,05/09/2022 16:12,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR/OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS SCURA DI CORIGLIANO-ROSSANO (CS),4 ORE: DALLE 12.10 ALLE 16.10,Locale,null,10/08/2022,Calabria,Cosenza,10/08/2022 17:03,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR/OSP FAISA-CISAL + RSA,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,10/08/2022,Calabria,Cosenza,10/08/2022 19:01,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OSR/OSP FAISA-CISAL + RSA,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE ROMANO REGIONALI DI CROTONE,4 ORE: DALLE 10.55 ALLE 14.55,Locale,null,10/08/2022,Calabria,Crotone,11/08/2022 09:29,2022-09-16,2022-09-16
Effettuato,16/09/2022,16/09/2022,OST FILT-CGIL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL/CISAS/CONFAIL/CILDI,Trasporto pubblico locale,PERSONALE SOC. AMTAB DI BARI,4 ORE: DALLE 8.30 ALLE 12.30,Locale,ADESIONE OST FIT-CISL,27/07/2022,Puglia,Bari,27/07/2022 07:40,2022-09-16,2022-09-16
